Kingdom;Phylum;Class;Order;Family;Genus;Species
7cc6faaef1201aa5a7688468a8a30b46;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
7cc82e8a17e7e35fdc3c67f7b242ba1d;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
7ccc922ad1443490baf3639f9b1c4a70;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA
7cde0901e759f8c9133847eba09ca5d2;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
7ce3686db738a48e6d4bd04e0ea0ae64;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
7ced4913a3c245fc7ea96e56c05ac331;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
7cf482f1657cb35eaa8fbb3a3e52dff5;NA;Acidobacteriota;Subgroup 22;NA;NA;NA;NA
7d015303c4d89a27dd23a1dba9f6047e;NA;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA;NA
7d04df166d3d7a6b1bea2653ca471cfc;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
7d256f3bebb2e7939075d10fbf149b5e;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;NA
7d32b5f7fcbedd201fef7ffd0a1d5484;NA;Cyanobacteriota;Cyanobacteriia;Chloroplast;NA;NA;NA
7d36c58f93537c8c175cfc2c9ba84c95;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;NA;NA;NA
7d3e096757c58e01c1149ac8252eca2a;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA
7d43e9e00b18e73cba74f21db04c4b62;NA;Chloroflexota;Anaerolineae;Aggregatilineales;NA;NA;NA
7d62f0f4b87252491a7df4e39b084e65;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7d64616aeceb319fad33fd296aadbe3d;NA;Chloroflexota;TK10;NA;NA;NA;NA
7d693ecedb4f2705a90a305ba8f21c2a;NA;Planctomycetota;Pla3 lineage;NA;NA;NA;NA
7d7333f792a5c59cbeb7c5b66a608d94;NA;Actinomycetota;Actinobacteria;0319-7L14;NA;NA;NA
7d7533591fa2356bf65e1ebd2bc655d4;NA;Planctomycetota;vadinHA49;NA;NA;NA;NA
7d7c2e9078e485054d855f0e3b489549;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
7d7ce3177d4377d1c70291409626dbc3;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7d866590584630a919c689b58f18f9ff;NA;Actinomycetota;Acidimicrobiia;Microtrichales;Iamiaceae;Aquihabitans;NA
7d87735fa28e56b6db70a04220f8b769;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;NA;NA
7d9817e3fc5c8e08027e5b6550f62079;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA
7db9cddbba38d9f7c4ad1c5dac75c2ad;NA;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;NA;NA
7dba1749036e05e5780a9dc0ba418990;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
7dbd9ff4a2751a041d473bcb7b509229;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
7dc17042c3234b21ff35c9c2465fcb23;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA
7dc624abbebad38a7ed39d53b4705918;NA;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;NA
7dd8f7800436eab9400198101794f682;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;NA
7df9460ad4bb4e6ad207910bd42ff60a;NA;Actinomycetota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;NA
7dfe1e36ae9b27916f74f9a2e08c3e43;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
7dfec46e96ff25c4b546a9242869dad4;NA;Chloroflexota;Ktedonobacteria;C0119;NA;NA;NA
7e05bb57217124caaffc152d8c247c0f;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA
7e06b2a646de97ba512ac9889d324874;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;NA
7e0a77d1c79c9b7d85184c57901cefd0;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;YM S32 TM7 50 20;NA;NA
7e1b69870d6e646450698c9213591707;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7e379a0f3880ac75797e5860334f8a32;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;NA;NA
7e4fc44883a343f0d3ca34390bcc353d;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
7e6e785b9a55359d0e7a57553a73c09b;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA
7e712d41e5a23fca073c3fd1727a5065;NA;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;NA;NA
7e731b95ae0b1ae640789741ff710c1e;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;NA;NA
7e8c7e4bbf5dc58e0b1743715647d415;NA;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;UTCFX1;NA
7e939ebdc93a9d2d5cb8f14101914230;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
7e9a2aa67b02d8ad02706ee68c416259;NA;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
7eb2cc3307cf9eb024588a92da20bc15;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7eb5e2d10dfc9811dc0b58dceb7bfd1a;NA;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
7ec6a1d766221262a6fca6f237d0dbbf;NA;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
7ec8713e28b981e24e7914669e48b56a;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
7edec17df1dc66e51742ca97b78313be;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7ee4269572b57b0aa09777bb91158c12;NA;Myxococcota;Polyangiia;Polyangiales;Polyangiaceae;Sorangium;NA
7eebb9952ad423a8bda5829fbd690045;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
7eef57119d28476958fc087b14334292;NA;Actinomycetota;Thermoleophilia;Gaiellales;NA;NA;NA
7efa9f845c42ba68823873865bdede84;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
7f1ff29c4f87d72aa514904b1e7cc8b1;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
7f20447e71279421c901ca7d78b78bd1;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
7f22069f42123d6c2b2890cb3337b69b;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA
7f26564bb6af98ab0288bed807e4a312;NA;Latescibacterota;NA;NA;NA;NA;NA
7f39b4e54743e5efbd98fe4ba167cfab;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
7f3b2b5ca0274a5cf993dc8eb69fc637;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7f41ad15137170601b7faddf7882e3f9;NA;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;NA
7f46c6aff665543625a5cbe88977a108;NA;Acidobacteriota;Subgroup 25;NA;NA;NA;NA
7f4cd4fd8447284e445acdce3c5a246f;NA;Pseudomonadota;Gammaproteobacteria;NA;NA;NA;NA
7f53c3333e8d75ebee94b7343ff91685;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;NA
7f6ffedfb38c7bcfebbedf852f0a4963;NA;Acidobacteriota;Acidobacteriae;Terriglobales;NA;NA;NA
7f74c027630e1a9d1e7dfed195b39e84;NA;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
7f8f1be834e81897dadb34707349c61e;NA;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA
7f9f3375f2a8fc4fe35e2cb4a79932b0;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Dictyobacter;NA
7fa5160e9c84d5cd6acc2a495c0a6612;NA;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
7fa880fede4af8a512e4334e7b63558c;NA;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia;NA
7fabbd15cc15873b657e5c8481dd39d0;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
7fb4b94d498eaf77c4b573453b8a791d;NA;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;OLB13;NA
7fb6d3dd55427b4c715f7a2ce90b8d22;NA;Actinomycetota;MB-A2-108;NA;NA;NA;NA
7fb89d6129d58839d9267619f4f7ec0a;NA;Chloroflexota;Anaerolineae;Aggregatilineales;NA;NA;NA
7fba60200adb0cf11990512f938605a7;NA;Bacillota;Limnochordia;Limnochordales;Limnochordaceae;NA;NA
7fbace8d1abbde07f7543361d2a42529;NA;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
7fbd979be6c02a32ece670d5b2df00af;NA;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA;NA
7fc650cb6e03d4fd2e950bd239656b3e;NA;Chlamydiota;Chlamydiia;Chlamydiales;Simkaniaceae;NA;NA
7fe41c36123c27ef7f3a0dcf2a8b46d1;NA;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;NA
7fece263bef906c5a5f38bd4132ff3d0;NA;Methylomirabilota;Methylomirabilia;Rokubacteriales;WX65;NA;NA
7ff01b6dfa8460b5265b0efd189c67a4;NA;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;Aquicella;NA
7ff992a70456f02a6ffac3b85d4c8e6a;NA;Actinomycetota;Acidimicrobiia;Microtrichales;NA;NA;NA
80074a2fb81409e7c514514e98ef5eee;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;NA;NA
801babaff0a1faab330d3b9a865f8f08;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
801d0859b9152d42e60fa2a10ae7605d;NA;Acidobacteriota;Subgroup 22;NA;NA;NA;NA
802ae5a3db8fdef10d488e3f1a2bdab4;NA;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;NA;NA
802b0426f7d85362d3031c71c4f28223;NA;Chloroflexota;JG30-KF-CM66;NA;NA;NA;NA
802d65812476b06e2b6fe73829ba423c;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
80409f8fb5755a48ce476f57360be279;NA;Bacillota;Limnochordia;Limnochordales;Limnochordaceae;NA;NA
804299a66c1d60dcb50ae42f5ad1f83b;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
804bb1a816cb1c3c0f5d0ace09c2e423;NA;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
8053f62c3a5488457db7558c3511c060;NA;Myxococcota;Polyangiia;Polyangiales;Polyangiaceae;NA;NA
807a7aefb6c9bd075fcd4f4d75ac01ed;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
809635f7aa904e80995c4054b6015a95;NA;Actinomycetota;Actinobacteria;Catenulisporales;Actinospicaceae;Actinocrinis;NA
809dd4770d30d4904c39a5bac1f780f4;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade;NA
80adf32a84e2785a0755da229df432f3;NA;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
80b2d4afc298bb1d90a154ba934f96a0;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
80b4b80d3ca694d6aa1f171b2e0fdb30;NA;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);NA;NA
80d2706751096842f3d246baf0ba5cfa;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1959-1;NA
80d797652d9fbd3fc700a613acf13760;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
80f9ebc654c12f0e7fdfaecb56a97c5d;NA;Pseudomonadota;Gammaproteobacteria;NA;NA;Candidatus Berkiella;NA
80fb2b543d91aa2e2fd99f3bf9ec01ca;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
8102b2781b2669b077eb472bb12ac5b0;NA;Pseudomonadota;Gammaproteobacteria;EPR3968-O8a-Bc78;NA;NA;NA
8128b590f1936a31eda6e34980795bbd;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
81354f6da9ad9364816f8b9e5dffdd5f;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Rugosibacter;NA
815a19c10c0ea05691753ff89275d31e;NA;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA
81617596a9bbfd132489374e6f5f2b78;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;NA
8169b7e471ae5c0ae8e10520b3b6de8e;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
816a8e2f04112fd5a867d26e5d9c02ae;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
816da8fbb3e3e096b61c65cd36093b70;NA;Bacillota;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;NA
816ec7a5d5711049c833b8782aa7a08f;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA
8177842394fc59a61d92b3e4f28edf3a;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA
817ef4722a05daffa9d33da450c9e091;NA;Planctomycetota;OM190;NA;NA;NA;NA
818b569139e6268632116650a392f2eb;NA;Cyanobacteriota;Cyanobacteriia;Chloroplast;NA;NA;NA
818d623d1652b24c409d04b9eab2c0a1;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;NA
8190a5c4b88cac8bdf77dc5b73d6c897;NA;Planctomycetota;OM190;NA;NA;NA;NA
819285a1f69b2c7d0500489d74ef12b1;NA;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;Aquicella;NA
81a032fd81b0f73061d357a35a9d0aea;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;NA
81a193ca661ea8224de662feada78af4;NA;Latescibacterota;NA;NA;NA;NA;NA
81ad85a544e6bf0909e1ed29aaf4a06c;NA;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
81c85bc6a8cdd01e3ac2c3d9b08d387f;NA;Actinomycetota;Thermoleophilia;NA;NA;NA;NA
81cbf3dd7cd4a8204983e10376c85ab2;NA;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
81da5597469016fd1ec3b98df04beb0e;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;NA
81e1106033a39436e7c31a19129bb8b9;NA;Actinomycetota;MB-A2-108;NA;NA;NA;NA
81f022fc3f53d559420ee57cb1f2c44e;NA;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
81f59cece3c52a98e2e7e9f126f0f645;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
820ce397124353a05f3b5774abce7f20;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
821fcfc482c7a1a7036427cb818dbef6;NA;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;NA;NA
8227f10a39b54945f65d69df4f3fb721;NA;Pseudomonadota;Alphaproteobacteria;NA;NA;NA;NA
8235c07163c01cf77b38ff3b1a73e67a;NA;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Ruminiclostridium;NA
823f60785b476a78d65fb125fcfcc4c9;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
8254c9fbcc324f3a0c11e5acbc84196b;NA;Chloroflexota;TK10;NA;NA;NA;NA
82685f857bc4ef668f61d8fee8ea77d5;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;NA
8269fd3599b6791ab2d336ea38dcd3a5;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
82820b2c61c74f26d52fb077f3e40c4d;NA;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;NA
828f20332b93d51fa82883cb36fb7683;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
829297514639873aee4b5e5f249d94c2;NA;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;NA
82930f2311edb3fe366a03bf521466cc;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
8293f1635d1ef0fad520642c053b5ef3;NA;Pseudomonadota;Alphaproteobacteria;Elsterales;NA;NA;NA
8297db3984e4c97b9723cc05318f7e4c;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
82b0b7a8ff0a2e424a068f091cfcb582;NA;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
82b14281fe272caf13d04e61703a5b4b;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;D05-2;NA;NA
82b3852e0caaa612b233e8ddcc5aa175;NA;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;NA
82b97f55bc01ce2382aab2f24f9ec0b4;NA;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
82bc71e2a7997e06e285d9661742c15d;NA;Planctomycetota;Phycisphaerae;CCM11a;NA;NA;NA
82be321e52792150358dc38d7afecf6d;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;NA;NA
82becdf9bd278a22afbade0eb6e5b57c;NA;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA
82c9d74a2e5f7267e41d82c62fabbd5f;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;NA
82ca6409ce146f91cb837f2231113dd4;NA;Actinomycetota;Thermoleophilia;NA;NA;NA;NA
82cdaa71407f795ad148a34d811c7d23;NA;Acidobacteriota;Subgroup 25;NA;NA;NA;NA
82d6ae50b41088cdbb267282efb68df6;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
82d959ab557eb755c40cf05fff7ddd67;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
82e791b4bf23a28f4675094505f791c7;NA;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;NA
82ec0e6ed9813038f5ed141b40fd1350;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;alphaI cluster;NA
82eff75be2b7522af7fbabc1cd37f9c5;NA;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA
83085f9cb5d3f57469a0bf6b52d5dc06;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
8313ea929d7e06d69f1400010505bcbb;NA;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02;NA
83192030c0bc16a86ba404e69047c57d;NA;Myxococcota;Polyangiia;Polyangiales;BIrii41;NA;NA
8319894ab4b47dea4836c58a1ad9ea05;NA;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
831b535afd17c20ad95253e25267f429;NA;Actinomycetota;Thermoleophilia;Gaiellales;NA;NA;NA
833a4a7cfbed60f4b693a60544489fee;NA;Gemmatimonadota;BD2-11 terrestrial group;NA;NA;NA;NA
833f8ee572c1fcf1fa6207393df61ce7;NA;Chloroflexota;KD4-96;NA;NA;NA;NA
83410ef26158618db29f5ec8a1f8edf6;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
83517fbe3fa934da469efbffadf3dc91;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
835947f04df760202dfe32d8209b2dc4;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
83667036d379c4c8570a3e4feb8a302c;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
83667a3204a2e86fd31cfcd75f510cd9;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
836c0633411b1c2448a0f65b15913021;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA
83734759090313586bba5e692c6da706;NA;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;NA
8380eeec99a7c88a14ffc9b86cf80bcd;NA;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
8383c60f011d2b85357a2f6f6f00d33f;NA;Acidobacteriota;Blastocatellia;2024-11-01 00:00:00;NA;NA;NA
838b27c89991b2b8ea8b9b81ac61e39b;NA;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;NA
838ececc9ec45a313593367d0be7d69a;NA;Planctomycetota;OM190;NA;NA;NA;NA
83a526808f97f054f642e8bcc7e07bfe;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
83afa19ef862f0a734ad62a2aaf2e41f;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;NA
83b0df8ce8cff263f2fa300ac7bc6cc8;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylobacterium;NA
83b5a059baef94c6993b76d916532c90;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA
83bbd761252444206a71151cfe6c1366;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
83bda9373a321804202336a78b9d27d8;NA;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
83c0a64718f27e51f78a8ff908d7fe08;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
83c14ee68c56783542f247bf79e82790;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA
83c4a1feb99a9a210f2b7ecda38e2952;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
83c5ff4017619a68edaeee4aaad1ebc4;NA;Pseudomonadota;Alphaproteobacteria;Reyranellales;Reyranellaceae;NA;NA
83c75228af3b7f6c89b554300523c672;NA;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
83d0a7d503568d096a63b0dad3536371;NA;Chloroflexota;Anaerolineae;Ardenticatenales;NA;NA;NA
83de3222ac12396138461fbb0c1ffca4;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
83e265b0b9c56f19df3100c586fa7860;NA;Nitrospinota;P9X2b3D02;NA;NA;NA;NA
83f36510f83ca1137d1d5b90253d107c;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
83f542b88112491c758ba437c58cd071;NA;Myxococcota;Polyangiia;Blfdi19;NA;NA;NA
83fe0c85d6c5708c3412415149f65b14;NA;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;NA
8404e9fbdf32ac5cbac0a573dad74a36;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella;NA
8406b01905764665d9ba13a0541b9747;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
8406c248830e62fe19d77c7ffee082b4;NA;Acidobacteriota;Blastocatellia;2024-11-01 00:00:00;NA;NA;NA
84191a530f8edadf41164c174c07814e;NA;Planctomycetota;vadinHA49;NA;NA;NA;NA
8433838756e5cdbb2a5aa049e1b17e99;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;NA
843ba562a890e97e385a38ea80e8873f;NA;Acidobacteriota;AT-s3-28;NA;NA;NA;NA
84415bedeecc45d8614904fbf7baaacf;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;NA
84444b063664389166c39a5ae3214cd3;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Cellvibrio;NA
8456929dff39fa15838efac9797e78e1;NA;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA
84632b6a987916f81f0cfc9d6ab667a9;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;AKYG1722;NA;NA
8466fc0546320d182916192c554935e3;NA;Actinomycetota;Thermoleophilia;Gaiellales;NA;NA;NA
8467dd862e8c97d4f7f4d7a053b100c4;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;AKYG1722;NA;NA
846d4492f25cbae584e10929c1432b7c;NA;Myxococcota;Polyangiia;Polyangiales;BIrii41;NA;NA
846f7611cf972b3e2c5258c35b44e767;NA;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;NA
847cf391f2ffab3e9342c3635301b48a;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
848e0f6216f20a5ffb6d157411562e2a;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA;NA
8499049309eb17a424e5b439ab3ef8f5;NA;Acidobacteriota;Subgroup 22;NA;NA;NA;NA
849bd2d4e72351199c21c75399bb572a;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
849de28980905aa5616c910e184f7d8e;NA;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA
84a276428aef5d18e9893aac5daa60aa;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
84b268e452ed75b19034d85bdd4c48ab;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
84bd432e6cdfe42b38dda9e15eb74c0b;NA;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
84c23499d373d6f6536524d712d62faf;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
